sale_id,sale_date,customer_id,store_id,product_id,quantity
1798,2024-03-17,152,5,69,1
1799,2023-11-13,215,1,57,4
1800,2023-07-26,167,3,54,5
1801,2023-07-07,217,2,97,5
1802,2023-09-24,165,2,81,3
1803,2023-01-18,221,1,54,4
1804,2024-08-18,106,1,64,2
1805,2024-04-03,286,4,55,3
1806,2024-01-15,23,4,37,3
1807,2023-10-22,187,5,3,4
1808,2024-01-12,106,5,48,4
1809,2023-03-22,273,4,41,2
1810,2024-06-07,263,5,68,5
1811,2023-12-13,136,4,22,2
1812,2024-06-16,178,3,13,5
1813,2023-08-18,45,4,26,4
1814,2023-03-07,139,3,57,1
1815,2023-09-05,296,1,52,2
1816,2024-01-18,186,4,80,1
1817,2023-05-20,48,5,88,1
1818,2023-06-15,20,1,91,5
1819,2024-08-20,6,5,83,1
1820,2024-02-20,70,4,10,5
1821,2024-02-27,202,3,57,3
1822,2024-02-29,92,4,80,2
1823,2024-01-18,234,1,41,5
1824,2024-08-09,238,2,83,3
1825,2023-04-29,295,2,71,2
1826,2023-01-19,172,3,65,1
1827,2024-07-07,11,3,36,5
1828,2023-01-27,81,2,56,4
1829,2024-03-28,53,2,100,1
1830,2023-12-23,126,5,69,1
1831,2023-10-02,20,5,43,1
1832,2023-05-22,275,2,72,4
1833,2023-08-27,192,2,5,4
1834,2023-10-23,188,2,77,4
1835,2023-01-05,91,4,22,1
1836,2023-05-16,253,3,69,4
1837,2024-07-06,288,1,2,1
1838,2024-01-02,143,5,23,2
1839,2024-05-15,274,4,25,5
1840,2023-09-04,48,2,43,1
1841,2023-04-21,23,5,60,2
1842,2024-04-25,47,3,21,5
1843,2024-02-14,170,1,1,5
1844,2024-07-04,34,2,32,1
1845,2023-03-05,108,2,73,5
1846,2024-06-24,284,3,28,3
1847,2023-04-28,170,2,57,2
1848,2023-04-10,243,1,94,4
1849,2023-04-14,255,1,42,1
1850,2023-12-01,204,5,91,5
1851,2023-07-06,212,5,17,2
1852,2024-05-23,227,4,91,5
1853,2023-08-09,254,4,19,4
1854,2023-12-02,124,4,95,2
1855,2023-08-19,94,3,51,2
1856,2023-08-22,167,2,75,4
1857,2023-08-24,57,1,12,4
1858,2024-06-13,126,4,70,3
1859,2023-10-19,164,3,46,4
1860,2023-05-27,121,3,87,5
1861,2023-12-04,69,5,94,4
1862,2023-10-20,121,4,47,2
1863,2024-07-21,98,3,2,4
1864,2024-03-02,31,5,99,5
1865,2023-11-24,156,1,78,4
1866,2024-04-05,67,2,22,2
1867,2024-07-13,277,5,15,5
1868,2023-11-19,111,4,65,5
1869,2024-04-02,203,2,41,4
1870,2024-06-03,2,3,51,5
1871,2023-07-23,100,4,16,2
1872,2023-01-11,210,5,41,5
1873,2023-02-07,41,2,69,5
1874,2023-09-01,189,1,69,4
1875,2023-07-18,227,1,29,4
1876,2024-01-03,206,1,100,4
1877,2023-08-29,113,4,91,4
1878,2024-02-05,152,3,39,3
1879,2023-05-10,94,5,29,3
1880,2024-04-03,110,4,56,4
1881,2024-06-07,96,4,94,4
1882,2024-01-28,296,2,56,5
1883,2023-03-05,88,3,100,4
1884,2024-06-06,195,3,42,1
1885,2024-06-13,186,3,81,4
1886,2024-03-04,168,3,77,1
1887,2023-10-04,249,2,98,1
1888,2024-07-28,231,1,13,3
1889,2023-12-26,142,3,15,2
1890,2024-04-13,258,4,64,1
1891,2023-11-21,291,4,80,4
1892,2023-11-27,185,4,45,1
1893,2023-02-13,237,3,41,4
1894,2023-08-22,101,2,23,1
1895,2024-03-24,118,5,60,2
1896,2023-04-02,273,1,17,5
1897,2023-10-16,58,2,37,1
1898,2023-09-24,46,5,42,2
1899,2023-07-01,89,4,80,5
1900,2023-07-31,239,3,75,3
1901,2024-04-28,253,4,53,3
1902,2023-07-09,5,3,99,3
1903,2024-04-22,232,1,41,1
1904,2023-06-11,58,3,25,4
1905,2024-02-04,65,2,98,1
1906,2024-04-07,50,5,30,3
1907,2023-02-23,107,4,95,4
1908,2023-08-16,262,2,38,3
1909,2024-06-08,227,3,74,5
1910,2024-02-10,29,4,18,1
1911,2023-08-07,296,2,26,2
1912,2023-11-08,208,4,82,5
1913,2023-01-05,230,4,11,2
1914,2024-08-16,139,2,91,2
1915,2023-04-15,113,3,87,2
1916,2023-05-06,118,1,72,4
1917,2023-11-16,257,2,98,3
1918,2024-02-16,272,3,29,5
1919,2023-08-02,197,3,91,2
1920,2023-11-13,174,5,76,2
1921,2023-07-13,237,5,77,1
1922,2023-03-05,183,3,61,5
1923,2024-01-19,242,2,32,4
1924,2024-02-11,117,3,48,3
1925,2023-12-26,12,5,88,5
1926,2024-03-16,286,2,38,5
1927,2024-01-27,51,3,68,3
1928,2023-03-10,78,3,31,3
1929,2024-04-01,144,4,33,2
1930,2023-12-14,177,2,93,1
1931,2023-03-11,52,3,34,5
1932,2024-03-12,69,1,38,2
1933,2024-04-22,174,1,48,1
1934,2023-03-10,1,3,77,5
1935,2024-06-29,82,5,31,5
1936,2024-04-18,71,3,13,5
1937,2024-03-18,128,5,33,2
1938,2023-01-16,156,5,78,2
1939,2024-03-29,137,1,84,2
1940,2023-10-05,106,2,66,1
1941,2024-06-21,100,3,94,5
1942,2023-09-08,89,1,40,4
1943,2024-03-02,64,1,96,4
1944,2023-01-30,86,5,37,3
1945,2023-08-03,269,5,45,2
1946,2023-01-30,101,4,39,3
1947,2023-03-21,58,5,100,2
1948,2023-11-18,298,4,77,4
1949,2024-07-21,241,1,89,1
1950,2023-04-28,187,3,46,1
1951,2024-04-04,52,1,29,1
1952,2024-03-19,132,3,46,1
1953,2023-01-03,198,2,60,1
1954,2023-07-31,147,3,61,1
1955,2023-04-01,71,1,35,1
1956,2024-05-17,264,2,60,2
1957,2023-06-20,230,4,60,4
1958,2024-03-05,136,3,87,2
1959,2023-09-14,56,3,15,4
1960,2024-07-29,188,4,78,4
1961,2023-12-27,44,4,80,1
1962,2023-03-14,113,5,55,3
1963,2023-10-09,28,1,47,5
1964,2023-01-04,93,5,79,2
1965,2023-06-14,23,5,37,5
1966,2023-08-25,103,2,19,4
1967,2023-11-10,240,2,81,5
1968,2023-01-03,50,4,48,3
1969,2023-12-08,50,1,100,3
1970,2023-08-16,9,2,87,5
1971,2024-07-02,171,5,46,5
1972,2023-11-11,218,4,15,3
1973,2023-06-29,219,2,78,4
1974,2023-02-24,183,4,83,2
1975,2024-06-28,200,5,86,3
1976,2024-04-17,206,1,54,1
1977,2024-05-20,229,5,35,2
1978,2023-01-09,37,2,23,5
1979,2023-09-29,178,5,10,3
1980,2023-07-07,281,2,74,2
1981,2023-05-05,237,4,95,5
1982,2023-09-29,14,1,45,4
1983,2023-10-05,39,2,79,5
1984,2023-11-20,68,4,23,4
1985,2023-07-21,281,4,40,5
1986,2023-02-15,7,4,61,3
1987,2023-06-28,81,3,15,2
1988,2023-04-16,134,5,28,3
1989,2023-08-18,18,3,85,4
1990,2024-05-03,164,2,25,1
1991,2024-03-22,81,3,80,2
1992,2023-12-31,77,4,15,2
1993,2024-01-07,36,1,71,1
1994,2023-01-23,92,5,26,3
1995,2024-05-03,85,5,76,3
1996,2024-03-28,270,5,19,1
1997,2023-10-31,155,4,82,5
1998,2023-09-06,112,4,26,4
1999,2024-03-13,71,3,22,2
2000,2023-07-21,42,3,6,3
2001,2024-07-02,234,1,85,1
2002,2024-05-01,87,1,8,4
2003,2024-05-31,146,5,24,1
2004,2023-04-06,82,2,5,5
2005,2024-07-22,249,4,42,4
2006,2023-09-24,110,4,39,5
2007,2023-05-22,166,2,49,5
2008,2024-06-12,214,1,9,1
2009,2024-05-18,249,4,16,1
2010,2024-02-14,19,2,94,1
2011,2023-02-11,44,1,95,3
2012,2023-02-04,256,4,50,4
2013,2023-01-30,167,1,78,1
2014,2023-03-13,237,1,25,3
2015,2023-03-08,132,4,70,2
2016,2024-03-20,105,1,29,4
2017,2023-06-08,238,2,29,5
2018,2024-08-07,111,3,17,5
2019,2023-11-14,290,3,41,3
2020,2023-03-05,92,4,31,2
2021,2023-01-19,155,1,21,5
2022,2024-08-21,40,1,89,5
2023,2023-12-14,231,3,95,1
2024,2023-06-21,184,2,60,4
2025,2024-07-02,241,3,62,4
2026,2023-10-10,178,3,83,1
2027,2023-06-24,89,4,53,2
2028,2023-03-24,227,4,28,3
2029,2023-08-29,2,4,75,5
2030,2024-06-21,258,3,21,3
2031,2023-08-06,48,3,84,4
2032,2024-03-19,145,4,83,4
2033,2024-03-16,72,1,70,2
2034,2023-02-02,267,2,81,4
2035,2024-08-06,139,1,89,2
2036,2023-04-21,157,4,22,3
2037,2024-08-15,84,4,93,4
2038,2023-07-05,206,1,13,3
2039,2024-01-03,9,1,6,3
2040,2024-04-30,126,5,24,1
2041,2023-04-04,28,2,13,2
2042,2024-03-30,15,4,21,2
2043,2023-12-22,252,2,45,4
2044,2024-06-03,216,5,82,2
2045,2023-02-23,118,5,70,3
2046,2024-01-13,155,5,12,5
2047,2023-07-12,273,5,61,4
2048,2023-07-29,223,3,70,2
2049,2024-07-06,200,5,17,5
2050,2024-08-22,87,2,81,4
2051,2024-02-09,40,5,69,2
2052,2023-01-23,123,5,45,3
2053,2024-01-29,263,4,16,3
2054,2023-09-29,152,3,95,2
2055,2024-08-03,216,5,6,2
2056,2023-11-21,126,4,51,1
2057,2024-05-07,224,1,33,2
2058,2023-03-15,138,5,6,1
2059,2024-04-21,150,2,38,2
2060,2024-02-04,279,2,95,4
2061,2023-06-01,220,5,39,1
2062,2023-01-21,206,2,49,2
2063,2023-03-19,174,4,33,2
2064,2024-07-16,297,5,52,2
2065,2023-06-09,228,5,73,5
2066,2023-06-18,72,5,33,1
2067,2024-06-22,243,5,14,1
2068,2024-01-17,139,2,65,3
2069,2023-06-10,118,4,3,4
2070,2023-09-15,263,3,29,4
2071,2024-06-18,16,2,73,4
2072,2024-08-21,133,1,66,1
2073,2023-01-06,30,3,88,5
2074,2023-11-22,240,1,15,1
2075,2023-12-04,54,5,71,1
2076,2023-01-03,163,3,44,4
2077,2024-07-14,56,3,48,4
2078,2024-05-27,53,3,86,5
2079,2023-08-01,103,2,47,3
2080,2023-05-09,16,3,29,4
2081,2023-05-30,134,1,95,5
2082,2024-05-24,85,1,32,1
2083,2024-04-01,116,3,56,2
2084,2023-03-17,110,4,66,1
2085,2024-06-25,194,2,25,2
2086,2023-08-29,3,1,82,2
2087,2024-03-19,64,5,12,2
2088,2023-12-09,210,2,26,2
2089,2024-08-05,52,1,13,2
2090,2023-07-05,6,5,7,1
2091,2023-04-29,238,4,85,1
2092,2023-06-16,221,1,82,2
2093,2023-05-31,234,1,93,4
2094,2023-04-18,127,4,8,1
2095,2023-03-23,162,5,54,1
2096,2023-05-16,273,2,16,3
2097,2023-01-14,48,4,40,4
2098,2024-03-01,182,4,35,5
2099,2024-03-14,284,1,86,3
2100,2024-07-02,155,5,100,4
2101,2024-02-01,73,3,63,5
2102,2024-02-05,87,4,52,3
2103,2023-09-15,137,2,57,3
2104,2024-01-04,28,3,22,5
2105,2023-10-30,12,4,38,2
2106,2024-04-18,103,5,77,2
2107,2023-04-14,2,5,96,1
2108,2023-08-23,67,4,11,5
2109,2023-11-13,129,1,11,3
2110,2023-09-23,286,2,66,4
2111,2024-01-23,250,2,83,5
2112,2023-08-04,43,2,4,4
2113,2023-06-19,244,2,92,5
2114,2024-07-26,264,2,97,5
2115,2023-06-16,261,2,4,3
2116,2024-07-02,58,1,94,2
2117,2024-06-14,253,5,19,1
2118,2024-02-13,189,5,21,5
2119,2023-04-14,203,3,93,2
2120,2024-01-31,141,5,64,2
2121,2023-12-17,131,2,82,4
2122,2023-07-24,300,3,77,3
2123,2023-03-07,116,3,1,5
2124,2023-03-29,92,5,65,2
2125,2023-02-20,91,5,64,2
2126,2024-05-09,58,5,23,4
2127,2024-07-16,149,4,59,1
2128,2024-03-25,85,3,54,2
2129,2023-10-19,59,2,67,4
2130,2024-07-09,210,4,5,5
2131,2023-07-21,213,1,85,2
2132,2023-12-03,106,2,82,2
2133,2023-02-01,236,2,32,1
2134,2024-02-25,70,3,74,4
2135,2024-04-14,194,4,65,1
2136,2024-05-11,37,3,27,5
2137,2023-06-03,133,1,30,1
2138,2023-08-10,153,1,1,3
2139,2023-12-24,111,4,68,1
2140,2024-02-14,61,5,1,3
2141,2023-05-04,240,2,11,3
2142,2023-06-13,109,1,76,4
2143,2024-07-25,86,4,26,2
2144,2024-05-28,167,5,92,3
2145,2023-12-15,102,1,59,4
2146,2024-05-18,14,2,68,4
2147,2024-02-10,67,1,44,1
2148,2023-04-25,63,4,24,5
2149,2024-02-13,266,1,89,2
2150,2023-07-28,279,2,15,5
2151,2023-08-31,170,1,89,5
2152,2024-02-29,103,1,79,3
2153,2023-10-26,247,1,62,4
2154,2024-06-20,120,3,35,4
2155,2023-04-22,292,1,4,1
2156,2023-05-10,79,3,29,1
2157,2024-08-05,101,4,81,5
2158,2023-06-15,121,1,50,3
2159,2023-09-21,111,4,99,1
2160,2023-11-24,228,4,9,3
2161,2024-06-28,24,5,12,2
2162,2023-04-26,145,1,22,1
2163,2024-05-18,268,1,26,5
2164,2023-06-23,27,5,79,4
2165,2023-08-25,134,2,97,4
2166,2024-05-24,113,4,8,1
2167,2024-07-18,45,4,50,4
2168,2023-08-30,211,2,16,5
2169,2024-05-29,11,2,25,4
2170,2024-01-23,244,5,72,1
2171,2024-05-13,146,4,94,5
2172,2024-06-23,131,2,8,2
2173,2023-04-10,132,1,12,1
2174,2024-06-18,90,5,60,4
2175,2023-12-04,227,4,69,5
2176,2024-05-24,108,4,63,5
2177,2023-04-26,186,3,11,3
2178,2024-03-28,284,1,96,2
2179,2023-10-19,53,3,88,2
2180,2023-05-05,159,2,39,5
2181,2023-09-07,124,3,53,2
2182,2023-06-10,111,4,9,3
2183,2024-05-10,105,3,29,4
2184,2023-10-17,252,3,100,4
2185,2023-10-09,173,1,87,2
2186,2023-11-08,160,1,30,1
2187,2024-03-23,240,1,85,2
2188,2023-05-23,7,4,88,3
2189,2024-05-02,168,3,40,1
2190,2023-09-27,170,3,87,3
2191,2023-09-27,287,4,80,1
2192,2024-02-07,31,5,33,1
2193,2024-07-11,189,5,84,4
2194,2023-09-02,192,5,44,3
2195,2023-03-29,242,5,14,4
2196,2023-11-16,164,1,67,3
2197,2023-04-26,100,3,37,5
2198,2024-07-15,8,3,89,1
2199,2023-03-17,103,1,94,3
2200,2023-08-08,181,3,17,4
2201,2024-03-11,279,5,52,2
2202,2023-11-26,30,1,18,2
2203,2023-01-08,112,1,77,1
2204,2024-08-10,119,1,66,1
2205,2023-06-06,85,3,30,2
2206,2023-04-10,259,3,35,4
2207,2023-06-07,12,3,27,2
2208,2023-08-29,162,3,66,3
2209,2023-09-14,270,3,20,2
2210,2024-04-08,142,2,81,1
2211,2023-03-01,105,4,66,5
2212,2023-11-16,152,4,17,3
2213,2024-06-21,1,2,25,2
2214,2024-05-03,186,5,80,1
2215,2024-08-13,282,2,40,5
2216,2024-04-16,147,4,52,3
2217,2024-06-08,220,5,85,4
2218,2023-07-24,33,3,56,2
2219,2023-05-30,29,5,26,1
2220,2024-05-24,286,1,69,1
2221,2024-04-25,17,5,40,2
2222,2023-06-09,294,3,11,1
2223,2023-01-05,57,3,22,3
2224,2024-07-09,87,1,82,4
2225,2023-10-17,180,5,20,5
2226,2024-01-27,109,3,77,2
2227,2023-01-02,161,1,54,1
2228,2023-09-03,156,2,78,2
2229,2023-08-14,124,1,15,3
2230,2023-05-20,281,5,26,3
2231,2023-04-07,149,4,55,3
2232,2023-05-15,259,1,63,3
2233,2023-10-11,220,5,33,2
2234,2023-06-10,74,1,60,3
2235,2024-08-03,104,4,38,1
2236,2023-07-13,162,1,32,1
2237,2024-08-06,181,3,32,4
2238,2023-12-14,295,4,80,4
2239,2023-03-20,293,3,17,5
2240,2023-11-12,31,4,27,2
2241,2024-04-19,291,1,56,4
2242,2023-04-01,276,1,80,2
2243,2024-08-08,128,2,25,2
2244,2023-12-09,62,1,22,2
2245,2023-06-11,66,1,14,1
2246,2023-06-28,267,5,55,1
2247,2024-08-16,54,3,48,3
2248,2023-11-29,27,4,78,1
2249,2024-04-19,130,4,63,4
2250,2024-03-29,171,1,85,1
2251,2023-12-03,178,4,45,5
2252,2024-03-23,123,2,84,3
2253,2023-06-21,185,5,46,1
2254,2024-06-29,177,4,57,1
2255,2023-04-01,173,3,66,2
2256,2023-06-07,260,5,19,1
2257,2023-02-11,130,2,8,5
2258,2023-07-21,100,3,91,2
2259,2023-10-19,117,3,34,3
2260,2024-04-07,57,3,4,3
2261,2024-05-09,131,4,57,1
2262,2024-04-19,242,5,63,2
2263,2023-05-05,233,1,36,4
2264,2023-11-15,21,2,92,3
2265,2024-03-14,208,3,94,4
2266,2023-06-01,174,5,54,4
2267,2024-02-06,250,1,2,5
2268,2024-08-08,215,4,76,4
2269,2024-07-03,257,1,48,3
2270,2023-03-06,291,3,74,5
2271,2024-05-04,296,4,69,1
2272,2023-12-17,206,2,26,4
2273,2023-04-06,141,2,13,3
2274,2023-10-05,28,4,45,1
2275,2024-05-15,37,4,96,4
2276,2024-07-28,187,2,51,3
2277,2023-08-14,163,1,74,1
2278,2024-02-10,266,5,79,4
2279,2023-05-21,8,5,51,4
2280,2023-06-23,140,2,90,2
2281,2023-01-25,183,4,38,1
2282,2024-07-19,23,1,12,5
2283,2023-02-03,199,2,95,4
2284,2024-04-09,263,5,43,1
2285,2024-02-07,16,4,98,2
2286,2023-01-06,13,4,62,5
2287,2024-04-17,60,3,60,5
2288,2023-10-07,194,5,17,4
2289,2023-03-23,175,5,87,5
2290,2023-01-09,94,4,97,4
2291,2023-11-07,32,1,57,1
2292,2023-10-21,281,5,44,2
2293,2024-06-08,57,5,1,4
2294,2023-08-19,99,2,13,3
2295,2023-07-03,267,5,55,3
2296,2023-10-21,296,3,49,5
2297,2024-08-12,248,2,89,1
2298,2023-03-15,84,3,47,1
2299,2023-01-08,252,3,9,2
2300,2024-08-05,270,4,3,2
2301,2024-04-01,218,5,85,4
2302,2024-03-01,116,1,93,1
2303,2023-09-18,251,5,5,5
2304,2023-10-31,117,1,86,2
2305,2023-08-15,279,5,94,1
2306,2024-04-28,230,4,34,4
2307,2023-08-07,43,3,56,2
2308,2023-04-22,233,2,64,3
2309,2023-04-29,45,5,47,1
2310,2024-01-03,65,2,64,4
2311,2024-06-22,147,1,58,3
2312,2024-07-27,155,4,25,4
2313,2023-06-12,99,1,26,5
2314,2024-03-11,207,2,48,3
2315,2023-01-20,139,3,67,2
2316,2023-11-02,235,4,88,4
2317,2024-04-28,211,1,20,1
2318,2024-08-09,155,1,25,2
2319,2024-04-28,229,1,77,5
2320,2023-05-06,16,5,75,1
2321,2023-12-18,21,1,44,1
2322,2023-03-15,263,2,79,2
2323,2023-11-12,57,5,19,4
2324,2024-04-26,60,3,13,1
2325,2024-03-31,166,2,8,5
2326,2023-07-13,197,1,74,2
2327,2023-09-10,36,4,31,2
2328,2023-02-03,171,4,23,4
2329,2023-10-03,145,5,78,3
2330,2024-05-15,254,5,45,1
2331,2023-07-27,162,1,24,1
2332,2024-06-11,196,4,59,1
2333,2024-02-22,45,2,1,1
2334,2023-09-21,259,4,21,2
2335,2023-09-13,162,2,10,3
2336,2024-05-12,282,2,48,5
2337,2024-08-03,10,1,6,2
2338,2023-11-10,8,3,23,2
2339,2024-02-29,8,3,57,1
2340,2023-05-15,289,4,5,3
2341,2023-08-08,99,1,22,1
2342,2024-04-21,230,2,13,1
2343,2023-01-10,246,5,93,2
2344,2024-01-02,175,3,85,2
2345,2023-02-23,97,5,58,3
2346,2023-08-07,200,4,38,5
2347,2023-02-19,153,1,53,1
2348,2024-01-20,132,2,15,1
2349,2023-12-21,293,3,66,5
2350,2024-07-13,118,1,32,1
2351,2024-03-09,47,2,7,4
2352,2023-05-03,165,4,28,1
2353,2024-02-10,7,2,45,1
2354,2023-04-26,204,3,21,5
2355,2023-09-02,123,3,10,3
2356,2024-08-06,73,5,10,1
2357,2024-04-26,233,1,67,3
2358,2024-05-29,4,2,51,4
2359,2023-12-24,115,1,4,1
2360,2024-06-30,53,2,35,4
2361,2023-08-22,198,1,36,1
2362,2024-07-28,47,1,87,3
2363,2024-04-19,277,2,3,4
2364,2023-05-05,85,5,58,4
2365,2024-06-23,93,5,67,4
2366,2023-10-02,134,5,80,2
2367,2023-01-12,203,2,96,5
2368,2024-06-04,184,1,24,3
2369,2024-05-24,78,2,71,2
2370,2023-01-06,280,5,3,5
2371,2024-01-10,105,2,16,3
2372,2024-05-18,272,3,3,1
2373,2024-05-01,187,3,77,3
2374,2023-11-16,235,4,85,5
2375,2024-01-19,131,1,41,1
2376,2024-06-10,109,1,1,3
2377,2024-07-02,129,5,9,2
2378,2023-02-12,41,1,4,2
2379,2023-05-15,225,2,26,5
2380,2024-02-13,147,3,40,1
2381,2023-08-29,85,2,28,5
2382,2023-05-31,210,3,30,2
2383,2023-11-15,76,3,84,3
2384,2023-08-21,263,1,69,2
2385,2023-10-15,252,2,63,1
2386,2024-01-11,59,4,13,4
2387,2024-08-05,141,4,9,4
2388,2023-10-11,247,3,98,4
2389,2023-06-15,174,2,46,2
2390,2023-02-05,41,1,75,1
2391,2024-04-21,161,3,37,3
2392,2024-05-06,215,4,64,4
2393,2023-01-04,101,4,78,1
2394,2024-03-20,117,1,39,3
2395,2024-08-10,4,2,29,5
2396,2023-04-23,173,3,4,1
2397,2024-05-25,237,4,92,4
2398,2023-03-11,35,3,96,5
2399,2023-05-22,274,3,17,1
2400,2024-05-27,89,5,64,2
2401,2023-03-28,250,3,34,5
2402,2023-06-22,90,2,58,5
2403,2023-07-29,267,2,50,1
2404,2024-06-16,71,4,11,4
2405,2023-06-23,273,3,48,2
2406,2023-01-14,10,3,17,3
2407,2024-07-13,268,1,21,1
2408,2023-06-04,90,2,82,2
2409,2024-06-14,32,4,76,1
2410,2023-07-24,101,1,83,1
2411,2023-12-16,69,4,52,4
2412,2023-09-30,98,2,99,2
2413,2024-03-03,60,4,11,5
2414,2024-01-28,110,2,70,4
2415,2024-02-13,26,3,93,1
2416,2024-01-27,245,2,57,4
2417,2023-05-03,204,2,77,2
2418,2023-09-21,83,2,33,3
2419,2024-01-13,276,4,16,4
2420,2023-11-18,55,4,81,4
2421,2024-04-21,171,2,65,5
2422,2023-01-22,3,3,92,4
2423,2023-03-03,180,2,17,4
2424,2023-10-05,126,3,88,5
2425,2023-12-28,155,5,92,4
2426,2023-12-21,281,5,18,3
2427,2023-05-02,2,2,97,1
2428,2023-10-02,177,2,88,5
2429,2024-07-27,265,1,40,2
2430,2024-01-15,254,5,65,2
2431,2024-08-01,136,2,64,2
2432,2023-09-16,179,3,74,1
2433,2024-07-13,177,3,56,5
2434,2023-05-10,83,3,57,2
2435,2023-07-03,43,4,49,3
2436,2023-09-25,60,3,42,1
2437,2023-06-22,294,1,19,1
2438,2023-08-01,142,1,52,2
2439,2023-11-27,291,3,1,5
2440,2023-11-21,207,1,100,3
2441,2023-10-12,4,1,1,2
2442,2024-08-03,252,1,3,4
2443,2024-03-21,229,2,47,5
2444,2024-03-15,214,4,39,2
2445,2023-06-23,186,1,44,2
2446,2024-06-16,182,5,98,3
2447,2024-07-22,118,1,90,5
2448,2023-12-17,134,1,40,1
2449,2024-08-01,63,2,64,1
2450,2024-03-02,112,2,86,5
2451,2023-05-24,108,5,13,1
2452,2024-05-02,96,5,79,1
2453,2023-03-17,271,3,78,3
2454,2023-11-27,78,1,80,3
2455,2024-07-26,170,1,33,5
2456,2024-04-14,82,1,62,4
2457,2024-07-30,63,1,48,5
2458,2023-05-02,97,1,87,4
2459,2023-05-27,76,1,53,1
2460,2023-09-04,26,4,22,5
2461,2023-07-05,146,4,73,2
2462,2023-04-26,76,1,5,4
2463,2023-08-22,66,2,51,1
2464,2023-11-05,148,1,62,2
2465,2023-12-24,55,5,48,5
2466,2024-06-16,73,2,95,1
2467,2024-06-02,271,5,10,5
2468,2023-08-27,232,4,7,4
2469,2024-05-19,203,4,18,3
2470,2023-06-07,25,1,68,2
2471,2023-09-21,50,5,77,4
2472,2023-01-31,268,4,59,5
2473,2023-11-16,90,4,59,5
2474,2024-01-21,131,5,2,2
2475,2024-07-31,142,5,34,2
2476,2023-12-23,96,5,93,5
2477,2024-06-14,271,3,18,2
2478,2024-05-03,158,2,17,5
2479,2024-04-18,166,5,92,1
2480,2024-01-28,24,3,23,2
2481,2023-11-09,165,3,12,5
2482,2024-05-25,114,2,75,5
2483,2024-04-19,22,3,19,1
2484,2023-02-15,86,5,7,4
2485,2023-06-26,219,5,55,1
2486,2023-08-10,192,1,44,3
2487,2023-09-13,280,5,62,4
2488,2024-01-31,141,1,4,1
2489,2023-08-27,181,2,78,2
2490,2023-11-25,139,1,54,4
2491,2023-12-13,242,2,51,2
2492,2023-04-15,187,4,68,5
2493,2023-12-08,27,4,34,3
2494,2024-03-19,300,2,69,4
2495,2023-06-07,152,5,24,1
2496,2024-01-02,241,4,49,4
2497,2023-12-28,71,5,86,1
2498,2024-06-27,289,5,64,5
2499,2024-04-16,175,3,18,4
2500,2023-07-06,274,3,14,1
2501,2023-02-22,46,3,27,1
2502,2024-08-04,262,3,94,4
2503,2024-01-31,2,2,39,3
2504,2023-04-08,131,4,45,2
2505,2024-04-20,116,2,26,3
2506,2023-08-23,60,4,57,4
2507,2023-05-08,121,5,29,1
2508,2023-11-07,111,4,40,2
2509,2023-12-14,177,4,80,5
2510,2024-03-13,138,5,21,4
2511,2023-07-23,175,5,69,2
2512,2023-10-24,214,2,30,4
2513,2023-12-01,197,3,12,1
2514,2024-06-05,164,1,44,4
2515,2023-05-20,80,2,86,4
2516,2023-03-19,245,1,46,1
2517,2023-01-16,135,3,89,2
2518,2024-08-10,167,4,77,5
2519,2023-06-11,128,1,93,1
2520,2023-10-27,251,3,2,3
2521,2024-05-16,46,1,93,4
2522,2023-03-11,79,2,54,2
2523,2023-03-29,256,5,92,4
2524,2024-05-06,20,5,56,4
2525,2023-11-24,205,5,31,1
2526,2023-05-07,192,5,53,2
2527,2023-04-19,3,3,72,1
2528,2023-09-28,83,5,3,5
2529,2023-10-22,187,5,22,2
2530,2023-03-08,74,5,64,3
2531,2023-06-14,81,4,67,3
2532,2024-06-10,89,2,66,5
2533,2023-10-06,165,5,58,2
2534,2023-09-28,122,3,77,4
2535,2023-04-08,45,3,21,3
2536,2023-01-14,284,2,79,2
2537,2023-12-17,155,5,53,4
2538,2023-03-12,126,5,87,4
2539,2024-05-15,107,2,65,3
2540,2023-10-12,292,1,68,3
2541,2024-05-23,172,1,6,2
2542,2024-05-20,156,5,34,4
2543,2023-12-16,182,1,61,2
2544,2024-07-01,256,5,64,1
2545,2023-06-11,278,3,71,3
2546,2023-04-03,68,1,99,3
2547,2023-07-14,200,1,31,2
2548,2023-02-27,183,4,4,2
2549,2023-08-14,282,3,44,5
2550,2023-09-15,262,3,61,2
2551,2023-04-19,194,1,25,1
2552,2023-05-16,110,3,38,2
2553,2023-01-05,3,2,60,2
2554,2023-06-22,180,2,78,2
2555,2023-02-14,130,3,48,4
2556,2023-01-12,225,5,85,3
2557,2023-02-01,39,3,69,4
2558,2023-12-29,157,3,86,4
2559,2023-03-15,279,3,88,3
2560,2023-10-02,261,3,85,2
2561,2023-10-15,113,4,39,4
2562,2023-10-26,276,3,2,5
2563,2024-02-22,71,5,47,2
2564,2023-01-26,287,4,51,3
2565,2024-05-05,34,2,32,4
2566,2023-10-28,170,5,7,4
2567,2023-10-28,140,5,63,3
2568,2024-05-14,87,4,39,5
2569,2023-10-05,183,1,12,1
2570,2024-08-21,26,1,31,2
2571,2024-03-24,43,3,34,2
2572,2024-04-21,208,1,20,3
2573,2023-12-06,46,3,54,4
